id,benchmark_name,test_case,value,lowerBound,upperBound,ci,platform,commit,source
5737,Observable lift,Specific observable lift dynamic observer,45.8903,45.7321,46.1491,0.95,Linux GCC,Update Index.md (3198f43c),rpp
5738,Observable lift,Dynamic observable lift specific observer,73.3835,73.1764,73.5968,0.95,Linux GCC,Update Index.md (3198f43c),rpp
5739,Observable lift,Dynamic observable lift dynamic observer,60.6921,60.5893,60.9662,0.95,Linux GCC,Update Index.md (3198f43c),rpp
5740,Observable construction,Specific observable construction,0.402521,0.401663,0.405925,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5741,Observable construction,Specific observable construction + as_dynamic,32.5213,32.4681,32.6899,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5742,Observable subscribe #2,Specific observable subscribe lambda,330.374,329.838,332.393,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5743,Observable subscribe #2,Dynamic observable subscribe lambda,400.144,399.133,404.506,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5744,Observable subscribe #2,Specific observable subscribe specific subscriber,327.109,326.29,330.091,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5745,Observable subscribe #2,Dynamic observable subscribe specific subscriber,398.968,398.056,402.013,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5746,Observable subscribe #2,Specific observable subscribe dynamic observer,349.52,348.771,352.366,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5747,Observable subscribe #2,Dynamic observable subscribe dynamic observer,370.92,370.155,374.236,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5748,Observer construction,Specific observer construction,0.402554,0.401706,0.405924,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5749,Observer construction,Dynamic observer construction,27.6142,27.5219,27.7767,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5750,Observer construction,Specific observer construction + as_dynamic,29.5499,28.1217,33.6537,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5751,OnNext,Specific observer OnNext,0.40145,0.401361,0.40155,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5752,OnNext,Dynamic observer OnNext,2.41873,2.4097,2.46221,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5753,Subscriber construction,Make subsriber,69.9384,69.7972,70.3272,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5754,Subscriber construction,Make copy of subscriber,5.36941,5.36003,5.40094,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5755,Subscriber construction,Transform subsriber to dynamic,36.0441,35.9841,36.3191,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5756,Observable subscribe,Specific observable subscribe specific observer,393.839,392.98,397.175,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5757,Observable subscribe,Specific observable subscribe dynamic observer,423.393,417.025,451.727,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5758,Observable subscribe,Dynamic observable subscribe specific observer,467.656,466.681,471.567,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5759,Observable subscribe,Dynamic observable subscribe dynamic observer,438.906,438.147,441.797,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5760,Observable lift,Specific observable lift specific observer,410.286,409.376,414.081,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5761,Observable lift,Specific observable lift dynamic observer,432.454,431.621,435.336,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5762,Observable lift,Dynamic observable lift specific observer,484.229,483.269,487.082,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5763,Observable lift,Dynamic observable lift dynamic observer,456.015,455.227,459.079,0.95,Linux GCC,Update Index.md (3198f43c),rxcpp
5764,Observable construction,Specific observable construction,1.10346,1.09087,1.12302,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5765,Observable construction,Dynamic observable construction,23.3911,23.3227,23.5343,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5766,Observable construction,Specific observable construction + as_dynamic,20.8644,20.5726,21.2333,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5767,Observable subscribe #2,Specific observable subscribe lambda,10.2157,10.1964,10.282,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5768,Observable subscribe #2,Dynamic observable subscribe lambda,33.725,32.984,34.6842,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5769,Observable subscribe #2,Specific observable subscribe specific subscriber,5.27042,5.22441,5.38063,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5770,Observable subscribe #2,Dynamic observable subscribe specific subscriber,37.1523,36.7514,37.8914,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5771,Observable subscribe #2,Specific observable subscribe dynamic observer,8.51747,8.43768,8.68499,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5772,Observable subscribe #2,Dynamic observable subscribe dynamic observer,8.81533,8.73713,8.97201,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5773,Observer construction,Specific observer construction,1.08248,1.06051,1.11387,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5774,Observer construction,Dynamic observer construction,25.0482,24.9691,25.192,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5775,Observer construction,Specific observer construction + as_dynamic,23.5323,23.3425,24.0144,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5776,OnNext,Specific observer OnNext,0.783901,0.774368,0.800539,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5777,OnNext,Dynamic observer OnNext,2.3089,2.28527,2.35452,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5778,Subscriber construction,Make subsriber,24.4948,23.907,25.5133,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5779,Subscriber construction,Make copy of subscriber,4.72432,4.62695,4.83597,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5780,Subscriber construction,Transform subsriber to dynamic,24.9788,24.8042,25.3458,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5781,Observable subscribe,Specific observable subscribe specific observer,34.6557,34.1141,35.438,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5782,Observable subscribe,Specific observable subscribe dynamic observer,35.3256,34.6304,36.0788,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5783,Observable subscribe,Dynamic observable subscribe specific observer,63.0559,62.2145,64.4677,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5784,Observable subscribe,Dynamic observable subscribe dynamic observer,34.5514,33.7897,35.4089,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5785,Observable lift,Specific observable lift specific observer,38.4847,38.1633,39.3014,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5786,Observable lift,Specific observable lift dynamic observer,46.653,46.5986,46.7499,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5787,Observable lift,Dynamic observable lift specific observer,55.8425,55.2977,56.7161,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5788,Observable lift,Dynamic observable lift dynamic observer,58.2425,57.6503,58.9989,0.95,Linux CLANG,Update Index.md (3198f43c),rpp
5789,Observable construction,Specific observable construction,0.793068,0.779739,0.815364,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5790,Observable construction,Specific observable construction + as_dynamic,26.7352,26.438,27.3294,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5791,Observable subscribe #2,Specific observable subscribe lambda,232.915,229.82,238.309,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5792,Observable subscribe #2,Dynamic observable subscribe lambda,308.445,304.512,315.012,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5793,Observable subscribe #2,Specific observable subscribe specific subscriber,257.567,253.469,264.043,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5794,Observable subscribe #2,Dynamic observable subscribe specific subscriber,320.547,316.556,329.033,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5795,Observable subscribe #2,Specific observable subscribe dynamic observer,287.666,284.471,293.525,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5796,Observable subscribe #2,Dynamic observable subscribe dynamic observer,310.688,307.479,316.735,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5797,Observer construction,Specific observer construction,0.798865,0.790109,0.813934,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5798,Observer construction,Dynamic observer construction,26.7613,26.4201,27.3051,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5799,Observer construction,Specific observer construction + as_dynamic,26.3341,26.0564,26.7787,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5800,OnNext,Specific observer OnNext,0.730271,0.713691,0.751382,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5801,OnNext,Dynamic observer OnNext,2.4097,2.37596,2.45024,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5802,Subscriber construction,Make subsriber,72.8913,71.2567,74.8434,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5803,Subscriber construction,Make copy of subscriber,5.65774,5.57708,5.7801,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5804,Subscriber construction,Transform subsriber to dynamic,28.4777,27.9655,29.128,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5805,Observable subscribe,Specific observable subscribe specific observer,334.993,328.538,343.307,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5806,Observable subscribe,Specific observable subscribe dynamic observer,369.268,368.584,371.489,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5807,Observable subscribe,Dynamic observable subscribe specific observer,376.515,367.32,388.382,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5808,Observable subscribe,Dynamic observable subscribe dynamic observer,395.368,390.828,404.621,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5809,Observable lift,Specific observable lift specific observer,352.25,348.622,358.485,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5810,Observable lift,Specific observable lift dynamic observer,355.162,348.511,363.088,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5811,Observable lift,Dynamic observable lift specific observer,397.76,388.053,409.992,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5812,Observable lift,Dynamic observable lift dynamic observer,389.436,381.334,399.368,0.95,Linux CLANG,Update Index.md (3198f43c),rxcpp
5813,Observable construction,Specific observable construction,0.673847,0.66956,0.692306,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5814,Observable construction,Dynamic observable construction,79.9969,79.7649,80.511,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5815,Observable construction,Specific observable construction + as_dynamic,80.3912,79.9874,81.082,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5816,Observable subscribe #2,Specific observable subscribe lambda,36.578,36.4893,36.7496,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5817,Observable subscribe #2,Dynamic observable subscribe lambda,117.764,115.694,126.917,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5818,Observable subscribe #2,Specific observable subscribe specific subscriber,18.8185,18.7362,19.0264,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5819,Observable subscribe #2,Dynamic observable subscribe specific subscriber,118.604,117.968,119.82,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5820,Observable subscribe #2,Specific observable subscribe dynamic observer,19.0974,19.0567,19.191,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5821,Observable subscribe #2,Dynamic observable subscribe dynamic observer,20.0127,19.7576,21.1698,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5822,Observer construction,Specific observer construction,0.670011,0.668485,0.673798,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5823,Observer construction,Dynamic observer construction,81.9582,81.6045,82.7749,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5824,Observer construction,Specific observer construction + as_dynamic,82.5195,81.5,87.0552,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5825,OnNext,Specific observer OnNext,0.673233,0.670247,0.680403,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5826,OnNext,Dynamic observer OnNext,2.01166,2.00717,2.02301,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5827,Subscriber construction,Make subsriber,97.4767,96.7829,100.081,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5828,Subscriber construction,Make copy of subscriber,16.7508,16.7121,16.8457,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5829,Subscriber construction,Transform subsriber to dynamic,96.5038,96.0992,97.4809,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5830,Observable subscribe,Specific observable subscribe specific observer,115.845,115.324,117.027,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5831,Observable subscribe,Specific observable subscribe dynamic observer,130.153,129.434,131.561,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5832,Observable subscribe,Dynamic observable subscribe specific observer,196.13,195.359,198.046,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5833,Observable subscribe,Dynamic observable subscribe dynamic observer,132.546,132.036,133.612,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5834,Observable lift,Specific observable lift specific observer,150.2,149.718,151.218,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5835,Observable lift,Specific observable lift dynamic observer,177.614,177.021,178.766,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5836,Observable lift,Dynamic observable lift specific observer,260.798,259.808,263.121,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5837,Observable lift,Dynamic observable lift dynamic observer,217.128,216.342,218.932,0.95,Windows MSVC,Update Index.md (3198f43c),rpp
5838,Observable construction,Specific observable construction,0.67026,0.669071,0.673298,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5839,Observable construction,Specific observable construction + as_dynamic,124.495,123.791,125.859,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5840,Observable subscribe #2,Specific observable subscribe lambda,867.964,862.143,888.786,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5841,Observable subscribe #2,Dynamic observable subscribe lambda,1048.5,1039.88,1077.42,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5842,Observable subscribe #2,Specific observable subscribe specific subscriber,866.233,859.167,885.267,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5843,Observable subscribe #2,Dynamic observable subscribe specific subscriber,1043.36,1037.08,1065.48,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5844,Observable subscribe #2,Specific observable subscribe dynamic observer,899.276,892.069,918.207,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5845,Observable subscribe #2,Dynamic observable subscribe dynamic observer,931.929,925.071,946.429,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5846,Observer construction,Specific observer construction,0.672781,0.669987,0.679475,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5847,Observer construction,Dynamic observer construction,114.767,113.9,116.616,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5848,Observer construction,Specific observer construction + as_dynamic,114.189,113.739,115.23,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5849,OnNext,Specific observer OnNext,0.670526,0.669168,0.673906,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5850,OnNext,Dynamic observer OnNext,2.01303,2.00814,2.02433,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5851,Subscriber construction,Make subsriber,410.592,377.901,487.93,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5852,Subscriber construction,Make copy of subscriber,34.0393,33.9512,34.2547,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5853,Subscriber construction,Transform subsriber to dynamic,158.802,158.296,160.179,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5854,Observable subscribe,Specific observable subscribe specific observer,1223.52,1206.52,1271.86,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5855,Observable subscribe,Specific observable subscribe dynamic observer,1239.29,1226.76,1294.1,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5856,Observable subscribe,Dynamic observable subscribe specific observer,1395.26,1381.37,1452.47,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5857,Observable subscribe,Dynamic observable subscribe dynamic observer,1265.19,1259.86,1280.14,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5858,Observable lift,Specific observable lift specific observer,1256.19,1244.29,1293.76,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5859,Observable lift,Specific observable lift dynamic observer,1301.89,1288.0,1343.05,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5860,Observable lift,Dynamic observable lift specific observer,1446.5,1431.0,1505.06,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
5861,Observable lift,Dynamic observable lift dynamic observer,1349.11,1335.79,1401.47,0.95,Windows MSVC,Update Index.md (3198f43c),rxcpp
